EXITO|2023-05-04 02:19:06|coco@gmail.com|127.0.0.1|Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0|Windows NT 6.1
FALLO|2023-05-04 02:27:35|aguadeco@gmail.com|127.0.0.1|Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0|Windows NT 6.1
EXITO|2023-05-04 02:28:25|coco@gmail.com|127.0.0.1|Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0|Windows NT 6.1
FALLO|2023-05-04 02:29:48|asdasdas@gmail.com|127.0.0.1|Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0|Windows NT 6.1
FALLO|2023-05-04 02:31:40|asdasdas@gmail.com|127.0.0.1|Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0|Windows NT 6.1
FALLO|2023-05-04 02:36:01|asdasd@gmail.com|127.0.0.1|Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0|Windows NT 6.1
FALLO|2023-05-04 02:37:01|coco@gmail.com|127.0.0.1|Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0|Windows NT 6.1
EXITO|2023-05-04 02:42:49|coco@gmail.com|127.0.0.1|Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0|Windows NT 6.1|
FALLO|2023-05-04 02:43:09|aguadecoco@gmail.com|127.0.0.1|Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0|Windows NT 6.1|usuario no encontrado
FALLO|2023-05-04 02:49:09|coco@gmail.com|127.0.0.1|Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0|Windows NT 6.1|contraseña invalida
FALLO|2023-05-04 03:29:18|lasdasd@gmail.com|127.0.0.1|Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0|Windows NT 6.1|Usuario no encontrado
EXITO|2023-05-04 03:32:50|coco@gmail.com|127.0.0.1|Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0|Windows NT 6.1|
FALLO|2023-05-04 03:35:46|asdoasd@gmail.com|127.0.0.1|Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0|Windows NT 6.1|Usuario no encontrado
EXITO|2023-05-04 03:35:55|coco@gmail.com|127.0.0.1|Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0|Windows NT 6.1|
FALLO|2023-05-04 03:36:25|coco@gmail.com|127.0.0.1|Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0|Windows NT 6.1|Contraseña invalida
FALLO|2023-05-04 03:38:14|jksfjhwiuq@gmail.com|127.0.0.1|Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0|Windows NT 6.1|Usuario no encontrado
FALLO|2023-05-05 01:28:06|coco@gmail.com|127.0.0.1|Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0|Windows NT 6.1|Captcha invalido
EXITO|2023-05-05 01:29:23|coco@gmail.com|127.0.0.1|Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0|Windows NT 6.1|
FALLO|2023-05-05 01:52:32|super@gmail.com|127.0.0.1|Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0|Windows NT 6.1|Captcha invalido
FALLO|2023-05-04 18:57:37|coco@gmail.com|127.0.0.1|Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0|Windows NT 6.1|Captcha invalido
EXITO|2023-05-04 18:57:54|coco@gmail.com|127.0.0.1|Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0|Windows NT 6.1|
1|2023-05-04 19:02:19|coco@gmail.com|127.0.0.1|Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0|Windows NT 6.1|Captcha invalido
1|2023-05-04 19:03:56|coco@gmail.com|127.0.0.1|Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0|Windows NT 6.1|
0|2023-05-04 19:04:51|aasdasd@gmail.com|127.0.0.1|Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0|Windows NT 6.1|Captcha invalido
1|2023-05-04 19:20:19|coco@gmail.com|127.0.0.1|Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0|Windows NT 6.1|Login Exitoso
0|2023-05-04 19:24:08|coco@gmail.com|127.0.0.1|Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0|Windows NT 6.1|Captcha invalido
1|2023-05-04 19:25:28|coco@gmail.com|127.0.0.1|Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0|Windows NT 6.1|Login Exitoso
0|2023-05-04 19:26:06|lhjjkhk@gmail.com|127.0.0.1|Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0|Windows NT 6.1|Usuario no encontrado
1|2023-05-10 16:00:54|coco@gmail.com|127.0.0.1|Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0|Windows NT 6.1|Contraseña invalida
1|2023-05-10 16:01:19|coco@gmail.com|127.0.0.1|Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0|Windows NT 6.1|Contraseña invalida
1|2023-05-10 16:01:41|coco@gmail.com|127.0.0.1|Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0|Windows NT 6.1|Contraseña invalida
